Name,City,Income,Credit Score,Loan Amount,Years Employed,Loan Approved,Income to Loan Ratio,Credit Band,Employment Band,Income Band ,Approval Flag,Risk Indicator 
Kristen Adams,Smallville,146918,806,41809,22,Yes,4,Excellent,10+ Years,100k+,1,Low
Jeffrey Martin,South Maurice,96162,537,34268,14,No,3,Poor,10+ Years,80k–99k,0,Medium
Melinda Dorsey,Andersonport,85933,699,28319,23,Yes,3,Fair,10+ Years,80k–99k,1,Medium
Rebecca Richard,West Hannah,138864,388,44716,30,No,3,Poor,10+ Years,100k+,0,Medium
Curtis Obrien,Port Robertfort,148863,610,16382,13,Yes,9,Fair,10+ Years,100k+,1,Medium
Yvonne Howard,Michaelburgh,101810,478,33995,2,No,3,Poor,0–2 Years,100k+,0,Medium
Gail Wilson,North Anna,88446,798,17896,21,Yes,5,Excellent,10+ Years,80k–99k,1,Low
Patricia Carrillo,Paulahaven,147598,406,47294,3,No,3,Poor,3–5 Years,100k+,0,Medium
Jessica Bryant,North Kimberlyville,50861,342,34246,6,No,1,Poor,6–10 Years,40k–59k,0,Medium
Bruce Harris,Ericport,127472,752,34154,31,Yes,4,Excellent,10+ Years,100k+,1,Low
Annette Holland,Loriville,142917,506,29777,26,No,5,Poor,10+ Years,100k+,0,Medium
Adriana Davenport,Petersonhaven,92216,475,6585,17,No,14,Poor,10+ Years,80k–99k,0,Medium
Paul Ward,East Karen,88991,842,28637,14,Yes,3,Excellent,10+ Years,80k–99k,1,Low
Jeffrey Hardin,Cranehaven,63972,670,2950,28,Yes,22,Fair,10+ Years,60k–79k,1,Medium
Adam Drake,North Matthewfurt,128536,468,29447,3,No,4,Poor,3–5 Years,100k+,0,Medium
Andrew Nielsen,New Brian,62406,832,20380,26,Yes,3,Excellent,10+ Years,60k–79k,1,Low
Michael Spencer,Jennifermouth,140082,652,1517,17,Yes,92,Fair,10+ Years,100k+,1,Medium
Lisa Thomas,Griffinborough,113579,752,46709,22,Yes,2,Excellent,10+ Years,100k+,1,Low
Rachael Sullivan,West Christopher,66347,850,22921,24,Yes,3,Excellent,10+ Years,60k–79k,1,Low
Natalie Martinez,Jasonhaven,130376,619,35166,21,Yes,4,Fair,10+ Years,100k+,1,Medium
Caitlin Johnson,Johnport,131931,732,34113,7,Yes,4,Good,6–10 Years,100k+,1,Low
Sarah Green,Davidville,98327,759,20527,36,Yes,5,Excellent,10+ Years,80k–99k,1,Low
Jody Bird,West Kevin,93517,443,47815,24,No,2,Poor,10+ Years,80k–99k,0,Medium
Samantha Ward,East Jenniferchester,112149,383,7045,3,No,16,Poor,3–5 Years,100k+,0,Medium
Carlos Lewis,West Ericafurt,61358,831,26872,16,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Mallory Barajas,Dennischester,65992,466,10459,32,No,6,Poor,10+ Years,60k–79k,0,Medium
Michael Anderson,Lake Jasonfort,87654,333,49922,10,No,2,Poor,6–10 Years,80k–99k,0,Medium
Jaclyn Crane,Rodriguezstad,40155,596,3639,33,No,11,Poor,10+ Years,40k–59k,0,Medium
Jacob Ritter,Kellytown,123525,446,10315,37,Yes,12,Poor,10+ Years,100k+,1,Medium
Timothy Torres,Jasonfort,67450,302,9016,35,No,7,Poor,10+ Years,60k–79k,0,Medium
Seth Butler,Arielmouth,60735,686,32144,38,Yes,2,Fair,10+ Years,60k–79k,1,Medium
Charles Fields,Contrerasberg,65614,633,6853,39,Yes,10,Fair,10+ Years,60k–79k,1,Medium
Jennifer Hall,Morganton,74020,753,49228,17,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Sharon Mann,Annville,71904,387,13610,39,No,5,Poor,10+ Years,60k–79k,0,Medium
Nina Bernard,Port Thomas,147050,319,8882,34,Yes,17,Poor,10+ Years,100k+,1,Medium
Albert Buchanan,Port Janice,100798,754,6547,34,Yes,15,Excellent,10+ Years,100k+,1,Low
Jennifer Williams,West Samuelchester,40561,324,35596,20,No,1,Poor,10+ Years,40k–59k,0,Medium
Brandon Petty,West Douglas,48136,561,6873,9,No,7,Poor,6–10 Years,40k–59k,0,Medium
Jason Jackson,Howardton,49769,605,26555,6,No,2,Fair,6–10 Years,40k–59k,0,Medium
Jason Nguyen,Davidville,60311,353,14274,15,No,4,Poor,10+ Years,60k–79k,0,Medium
Laurie Vasquez,Averyview,80205,362,21862,29,No,4,Poor,10+ Years,80k–99k,0,Medium
Ana Johnson,North Joseph,120957,403,17142,35,No,7,Poor,10+ Years,100k+,0,Medium
Beth Carroll,Millerhaven,50028,508,10330,23,No,5,Poor,10+ Years,40k–59k,0,Medium
Carol Sanchez,Aliside,122591,762,3738,0,Yes,33,Excellent,0–2 Years,100k+,1,Low
Tonya Oliver,North Brian,58043,793,18911,38,Yes,3,Excellent,10+ Years,40k–59k,1,Low
Michael Kidd,New Mary,38418,588,3980,10,No,10,Poor,6–10 Years,<40k,0,Medium
Kristine Turner,Haleberg,84377,586,29309,13,Yes,3,Poor,10+ Years,80k–99k,1,Medium
Tina Flores,Cynthiamouth,83424,579,17117,20,No,5,Poor,10+ Years,80k–99k,0,Medium
Joe Greene,Lake Dennistown,73369,787,1280,0,Yes,57,Excellent,0–2 Years,60k–79k,1,Low
Jennifer Woodard,Farmerside,101121,383,43539,4,No,2,Poor,3–5 Years,100k+,0,Medium
Stephanie Cabrera,Chambersstad,91069,685,40407,22,Yes,2,Fair,10+ Years,80k–99k,1,Medium
Ryan Cain,North Stevenborough,84496,755,1613,14,Yes,52,Excellent,10+ Years,80k–99k,1,Low
Olivia Becker,Jamesport,38161,526,16352,31,No,2,Poor,10+ Years,<40k,0,Medium
Amanda Vasquez,North James,57110,705,8270,17,Yes,7,Good,10+ Years,40k–59k,1,Low
Kathleen Arnold,North Brianna,139168,366,9351,16,Yes,15,Poor,10+ Years,100k+,1,Medium
Savannah Ibarra,Jamestown,85069,845,41269,16,Yes,2,Excellent,10+ Years,80k–99k,1,Low
Sonya Smith,Davidsonton,81049,630,29347,26,Yes,3,Fair,10+ Years,80k–99k,1,Medium
Michael Owens,Zacharyton,148598,529,4077,17,Yes,36,Poor,10+ Years,100k+,1,Medium
Kim Stewart,Leeland,130898,325,49329,14,No,3,Poor,10+ Years,100k+,0,Medium
Jessica Jones,East Frank,106556,618,5118,40,Yes,21,Fair,10+ Years,100k+,1,Medium
Alyssa Reynolds,New Lauramouth,121163,556,17197,6,No,7,Poor,6–10 Years,100k+,0,Medium
Tyler Wall,Aprilbury,32560,374,40319,39,No,1,Poor,10+ Years,<40k,0,Medium
Brendan Griffin,North Territon,142293,686,21531,4,Yes,7,Fair,3–5 Years,100k+,1,Medium
Amy Lang,West Cherylchester,145429,367,7673,3,No,19,Poor,3–5 Years,100k+,0,Medium
Elizabeth James,New Karenbury,130348,310,30714,24,No,4,Poor,10+ Years,100k+,0,Medium
Jeffrey Oliver,West Debratown,105456,764,34896,21,Yes,3,Excellent,10+ Years,100k+,1,Low
Ashley Smith,New Kristineborough,79857,429,42770,32,No,2,Poor,10+ Years,60k–79k,0,Medium
Jason Hardy,Lopezberg,92518,345,4964,8,No,19,Poor,6–10 Years,80k–99k,0,Medium
Jeffrey Moyer,Larryside,30772,449,10660,30,No,3,Poor,10+ Years,<40k,0,Medium
Grant Wood,New Brendaberg,76105,358,16557,32,No,5,Poor,10+ Years,60k–79k,0,Medium
Kristin Brown,Jamesborough,69139,506,5482,21,No,13,Poor,10+ Years,60k–79k,0,Medium
Michael Christian,Christinachester,128759,636,11635,6,Yes,11,Fair,6–10 Years,100k+,1,Medium
Richard Williams,North Danielle,81116,535,31574,39,No,3,Poor,10+ Years,80k–99k,0,Medium
John Tate,Lindsayfurt,141863,510,27234,11,No,5,Poor,10+ Years,100k+,0,Medium
Adriana Smith,Anthonyville,146869,445,20043,28,No,7,Poor,10+ Years,100k+,0,Medium
Kevin Cannon,North Jamesport,139540,478,15348,16,No,9,Poor,10+ Years,100k+,0,Medium
Gina Spencer,East Andrew,84921,568,7631,1,No,11,Poor,0–2 Years,80k–99k,0,Medium
Breanna Pena,West Sharonport,100545,767,16738,23,Yes,6,Excellent,10+ Years,100k+,1,Low
Mary Pugh,Johnsland,127978,421,10465,8,No,12,Poor,6–10 Years,100k+,0,Medium
Cheryl Gray,Louischester,126289,550,4027,39,Yes,31,Poor,10+ Years,100k+,1,Medium
Sarah Phillips,West John,101582,586,9287,32,Yes,11,Poor,10+ Years,100k+,1,Medium
Stacey Clark,Port Thomasland,134840,471,34332,24,No,4,Poor,10+ Years,100k+,0,Medium
Maria Hicks,Stoneburgh,109069,629,47693,23,Yes,2,Fair,10+ Years,100k+,1,Medium
Karen Sosa,Adamsfurt,147677,337,14579,14,Yes,10,Poor,10+ Years,100k+,1,Medium
Jodi Young,West Ronald,58906,686,38445,10,Yes,2,Fair,6–10 Years,40k–59k,1,Medium
Jacqueline Pierce,Port Christopher,93993,755,35001,22,Yes,3,Excellent,10+ Years,80k–99k,1,Low
Andrew Hunt,Ronaldmouth,58760,742,27801,23,Yes,2,Good,10+ Years,40k–59k,1,Low
Emily Reyes,South Jesus,65774,377,24533,5,No,3,Poor,3–5 Years,60k–79k,0,Medium
Jonathan Payne,Port Joshuabury,87125,400,8771,4,No,10,Poor,3–5 Years,80k–99k,0,Medium
Joshua Cook,Johnview,93654,495,47244,38,No,2,Poor,10+ Years,80k–99k,0,Medium
Dr. Nicole Singh DVM,Port Kevinstad,33804,713,27591,37,No,1,Good,10+ Years,<40k,0,Medium
Alexandra Valdez,Port Raymond,80968,532,48404,13,No,2,Poor,10+ Years,80k–99k,0,Medium
Jose Hartman,Sharpmouth,74057,648,6627,20,Yes,11,Fair,10+ Years,60k–79k,1,Medium
Jessica Mcmahon,Clarkmouth,117670,330,25556,8,No,5,Poor,6–10 Years,100k+,0,Medium
Bethany Harding,South Lisastad,119016,647,15777,26,Yes,8,Fair,10+ Years,100k+,1,Medium
Paul Farmer,Marktown,134614,332,10118,9,No,13,Poor,6–10 Years,100k+,0,Medium
Wendy Carroll,Bairdborough,82994,700,5175,34,Yes,16,Good,10+ Years,80k–99k,1,Low
John Murphy,Fowlerport,124919,395,12234,6,No,10,Poor,6–10 Years,100k+,0,Medium
Cassandra Serrano,Johnsonborough,51632,371,26289,18,No,2,Poor,10+ Years,40k–59k,0,Medium
Eddie Warren,Brownhaven,140166,311,12260,20,Yes,11,Poor,10+ Years,100k+,1,Medium
Jennifer Moore,East Amandafort,91261,370,26493,13,No,3,Poor,10+ Years,80k–99k,0,Medium
Daniel Reynolds,Mooreshire,46728,617,39501,12,No,1,Fair,10+ Years,40k–59k,0,Medium
Melinda Hill,East Seanfurt,111560,552,35462,21,No,3,Poor,10+ Years,100k+,0,Medium
Sherry Stevens,Lake Christophermouth,100008,655,46895,19,Yes,2,Fair,10+ Years,100k+,1,Medium
Rodney Horn,Wrightchester,33534,768,26209,11,Yes,1,Excellent,10+ Years,<40k,1,Medium
Anna Hale,East Nicoleburgh,148872,580,42162,34,Yes,4,Poor,10+ Years,100k+,1,Medium
Thomas Wolfe,South Robert,81645,424,25165,4,No,3,Poor,3–5 Years,80k–99k,0,Medium
Kathy Chan,Hayesview,107580,512,34165,2,No,3,Poor,0–2 Years,100k+,0,Medium
Benjamin Neal,Jamesfurt,103975,499,26996,2,No,4,Poor,0–2 Years,100k+,0,Medium
Brian Stark,Ellenmouth,116900,796,31235,4,Yes,4,Excellent,3–5 Years,100k+,1,Low
Matthew Reeves,Taylorview,33552,465,12179,1,No,3,Poor,0–2 Years,<40k,0,Medium
Cassandra Martinez,Jacksontown,41003,579,11059,28,No,4,Poor,10+ Years,40k–59k,0,Medium
Daniel Johnson,South Heather,114246,835,43009,6,Yes,3,Excellent,6–10 Years,100k+,1,Low
Eric Williams,North Kelseyborough,86179,555,25552,15,No,3,Poor,10+ Years,80k–99k,0,Medium
Alan Johnson,West Loriland,47786,525,7330,10,No,7,Poor,6–10 Years,40k–59k,0,Medium
Amanda Hunt,Marcusborough,143619,512,36501,25,No,4,Poor,10+ Years,100k+,0,Medium
Barbara Lewis,Marcustown,90515,711,43860,20,Yes,2,Good,10+ Years,80k–99k,1,Low
Daniel Robinson,Debrastad,53819,344,5412,13,No,10,Poor,10+ Years,40k–59k,0,Medium
Randall Porter,Lake Amandashire,36590,475,17511,6,No,2,Poor,6–10 Years,<40k,0,Medium
Vicki Horton,West Gregory,64099,625,44671,30,No,1,Fair,10+ Years,60k–79k,0,Medium
Alan Barr,Reyesbury,79689,815,39500,0,Yes,2,Excellent,0–2 Years,60k–79k,1,Low
Luis Mosley,Joelchester,72906,549,41616,5,No,2,Poor,3–5 Years,60k–79k,0,Medium
James Phillips,South James,57742,338,16601,38,No,3,Poor,10+ Years,40k–59k,0,Medium
Jill Wiley MD,Dawnton,89598,833,28190,18,Yes,3,Excellent,10+ Years,80k–99k,1,Low
Crystal Quinn,Johnside,72840,355,44581,15,No,2,Poor,10+ Years,60k–79k,0,Medium
Melissa Walker,Boydburgh,74236,752,42273,0,No,2,Excellent,0–2 Years,60k–79k,0,Low
John Mckay,Lake Victoriaborough,129775,428,7013,11,Yes,19,Poor,10+ Years,100k+,1,Medium
Sandra Frederick,New Christian,145296,778,21412,10,Yes,7,Excellent,6–10 Years,100k+,1,Low
Danielle Thompson,West Justin,79692,759,42654,12,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Richard Miller,Raymondburgh,66471,782,29926,27,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Nancy Wolf,Smithfurt,128567,737,6454,19,Yes,20,Good,10+ Years,100k+,1,Low
Brittany Barber,Oscarport,139041,764,19561,24,Yes,7,Excellent,10+ Years,100k+,1,Low
Karen Cook,Gonzalezborough,85255,304,1841,32,No,46,Poor,10+ Years,80k–99k,0,Medium
Jacqueline Sullivan,Bentleystad,63065,693,33083,19,Yes,2,Fair,10+ Years,60k–79k,1,Medium
Leah Ortiz,North Paulshire,139433,466,13728,27,Yes,10,Poor,10+ Years,100k+,1,Medium
Patricia Walton,Williamfort,40735,677,46642,3,No,1,Fair,3–5 Years,40k–59k,0,Medium
Tammy Fitzgerald,South Austin,91644,670,42350,1,No,2,Fair,0–2 Years,80k–99k,0,Medium
Maria Green,Blackburnberg,32540,560,17214,38,No,2,Poor,10+ Years,<40k,0,Medium
Mary Martin,Port Christopherfurt,128176,707,47272,37,Yes,3,Good,10+ Years,100k+,1,Low
Angela Kent,Martinchester,100702,558,46340,19,No,2,Poor,10+ Years,100k+,0,Medium
Kim Tanner,Jessicaland,36826,411,42692,36,No,1,Poor,10+ Years,<40k,0,Medium
Haley Thomas,Lake Raymond,75870,615,1420,10,Yes,53,Fair,6–10 Years,60k–79k,1,Medium
April Jones,Warrenport,59389,741,12182,11,Yes,5,Good,10+ Years,40k–59k,1,Low
Michael Gonzalez,New Stacy,115215,761,38164,13,Yes,3,Excellent,10+ Years,100k+,1,Low
Anthony White,West Tonya,38993,718,29883,40,No,1,Good,10+ Years,<40k,0,Medium
Ashley Fields,West Christopherville,132397,583,5211,21,Yes,25,Poor,10+ Years,100k+,1,Medium
David Washington,North Brucetown,115426,342,7346,13,Yes,16,Poor,10+ Years,100k+,1,Medium
Adrienne Morrison,Sarahfort,35276,645,40608,27,No,1,Fair,10+ Years,<40k,0,Medium
Michael Cooper,Lisastad,128858,708,25801,39,Yes,5,Good,10+ Years,100k+,1,Low
Henry Rivera,North Stephenfurt,34067,442,2682,38,No,13,Poor,10+ Years,<40k,0,Medium
Joseph Tapia,West Shannon,62411,786,34745,26,Yes,2,Excellent,10+ Years,60k–79k,1,Low
April Little,Allenstad,56130,346,49222,20,No,1,Poor,10+ Years,40k–59k,0,Medium
Cynthia Washington,West Ronniefort,139999,402,49121,24,No,3,Poor,10+ Years,100k+,0,Medium
Cory Thomas,East Tylerland,32671,608,45109,35,No,1,Fair,10+ Years,<40k,0,Medium
Mrs. Stephanie Friedman,Batesbury,111439,549,14870,10,No,7,Poor,6–10 Years,100k+,0,Medium
Mary Davis,Holdertown,49973,464,22397,24,No,2,Poor,10+ Years,40k–59k,0,Medium
Connie Scott,Lynnville,61266,439,36031,40,No,2,Poor,10+ Years,60k–79k,0,Medium
Ann Holt,New Katie,46544,366,43204,21,No,1,Poor,10+ Years,40k–59k,0,Medium
Mitchell Fitzgerald,Valdezside,92070,747,16293,14,Yes,6,Good,10+ Years,80k–99k,1,Low
Earl Rodriguez,Joyborough,117747,418,38541,23,No,3,Poor,10+ Years,100k+,0,Medium
Erik James,West Bryanside,44993,494,26437,27,No,2,Poor,10+ Years,40k–59k,0,Medium
Jacob Shelton,New Elizabeth,103920,527,7985,25,Yes,13,Poor,10+ Years,100k+,1,Medium
Samuel Stewart,Maryfort,58569,766,10661,38,Yes,5,Excellent,10+ Years,40k–59k,1,Low
Paul Sweeney,New Lukehaven,90952,426,18920,36,No,5,Poor,10+ Years,80k–99k,0,Medium
Ronald Simpson,Brownmouth,121680,456,47973,13,No,3,Poor,10+ Years,100k+,0,Medium
Taylor Walker,Port Kimberlyfort,63586,701,20601,10,Yes,3,Good,6–10 Years,60k–79k,1,Low
Kimberly Rogers DDS,Katherinefurt,130518,373,35592,18,No,4,Poor,10+ Years,100k+,0,Medium
Thomas Haynes,Davismouth,78351,355,47503,19,No,2,Poor,10+ Years,60k–79k,0,Medium
Christopher Taylor,Carterberg,51992,514,15295,12,No,3,Poor,10+ Years,40k–59k,0,Medium
Alexa Barber,Lake Kristenberg,109415,685,28991,10,Yes,4,Fair,6–10 Years,100k+,1,Medium
Anne Mccann,North David,109593,827,43604,21,Yes,3,Excellent,10+ Years,100k+,1,Low
Tracy Sims,Sanchezville,128032,546,26994,31,No,5,Poor,10+ Years,100k+,0,Medium
Kyle Thompson,Parsonsland,124156,774,43618,24,Yes,3,Excellent,10+ Years,100k+,1,Low
Matthew Richardson,North Christopherfort,45012,821,15741,1,No,3,Excellent,0–2 Years,40k–59k,0,Low
Victoria Mendoza,Port Brittanyfurt,131946,795,43244,27,Yes,3,Excellent,10+ Years,100k+,1,Low
Calvin Nguyen,South Lisa,137387,320,26807,35,No,5,Poor,10+ Years,100k+,0,Medium
Rachel Moreno,New Maryside,51465,427,14596,7,No,4,Poor,6–10 Years,40k–59k,0,Medium
Kyle White,Mcbrideville,70768,340,9442,36,No,7,Poor,10+ Years,60k–79k,0,Medium
Christopher Hart,North Tinahaven,44168,605,24826,34,No,2,Fair,10+ Years,40k–59k,0,Medium
William Barrett,West Brandon,105849,831,20228,34,Yes,5,Excellent,10+ Years,100k+,1,Low
Kenneth Neal,Catherinehaven,33365,514,46084,6,No,1,Poor,6–10 Years,<40k,0,Medium
Amanda Johnson,West Melissa,70888,520,9795,38,No,7,Poor,10+ Years,60k–79k,0,Medium
Leslie Ramirez,Jonesview,105470,566,26020,10,No,4,Poor,6–10 Years,100k+,0,Medium
Bradley King,Bentleyberg,118781,848,14353,4,Yes,8,Excellent,3–5 Years,100k+,1,Low
Debra Schultz,Lake Nathan,149016,823,40645,10,Yes,4,Excellent,6–10 Years,100k+,1,Low
Christian Riddle,Graybury,79192,379,18702,7,No,4,Poor,6–10 Years,60k–79k,0,Medium
Melinda Russell,Daniellestad,81990,641,18907,9,Yes,4,Fair,6–10 Years,80k–99k,1,Medium
Courtney Smith,Pettybury,123718,687,7881,7,Yes,16,Fair,6–10 Years,100k+,1,Medium
Nicholas Parker,Davisstad,55995,588,37145,17,No,2,Poor,10+ Years,40k–59k,0,Medium
Stephanie Jackson,Whiteside,39961,712,32251,37,No,1,Good,10+ Years,<40k,0,Medium
Adam Palmer,Lake David,107607,687,38195,17,Yes,3,Fair,10+ Years,100k+,1,Medium
Nicholas Villegas,Lake Charlotte,120520,768,12999,28,Yes,9,Excellent,10+ Years,100k+,1,Low
Dr. Kathryn Hill,Meyerbury,138864,612,42656,5,Yes,3,Fair,3–5 Years,100k+,1,Medium
Jennifer Edwards,Lake Christopherbury,112213,395,11820,36,No,9,Poor,10+ Years,100k+,0,Medium
Patrick Spencer,Stokestown,61830,734,45370,32,Yes,1,Good,10+ Years,60k–79k,1,Medium
Breanna Jimenez,South Alexanderborough,43356,307,47803,27,No,1,Poor,10+ Years,40k–59k,0,Medium
Nicole Sanchez,New Shaneburgh,121382,836,15750,11,Yes,8,Excellent,10+ Years,100k+,1,Low
Ryan Palmer,South Tylerburgh,131250,682,8420,21,Yes,16,Fair,10+ Years,100k+,1,Medium
Danielle Ryan,West Kevinport,69529,571,14963,0,No,5,Poor,0–2 Years,60k–79k,0,Medium
Laura Robinson,Sarahhaven,141449,336,31346,39,No,5,Poor,10+ Years,100k+,0,Medium
Amy Smith,Murphystad,119687,409,1337,22,Yes,90,Poor,10+ Years,100k+,1,Medium
Charlotte Gomez,South Travisland,108697,841,34706,9,Yes,3,Excellent,6–10 Years,100k+,1,Low
Thomas Smith,Jeremyfurt,135582,683,20613,23,Yes,7,Fair,10+ Years,100k+,1,Medium
Clarence Cain,South Dianamouth,45866,465,10166,22,No,5,Poor,10+ Years,40k–59k,0,Medium
Abigail Stephenson,North Jake,134363,341,9760,25,Yes,14,Poor,10+ Years,100k+,1,Medium
Gary Johnson,South Susan,104177,572,8785,26,Yes,12,Poor,10+ Years,100k+,1,Medium
Jon Maldonado Jr.,Shawfurt,132581,434,8191,6,No,16,Poor,6–10 Years,100k+,0,Medium
Beth Cooper,Port Gabrielleton,35383,650,29158,38,No,1,Fair,10+ Years,<40k,0,Medium
Jessica Roberts,Millerchester,75508,553,41475,9,No,2,Poor,6–10 Years,60k–79k,0,Medium
Chelsea Campbell,Port Josephbury,99827,739,14003,30,Yes,7,Good,10+ Years,80k–99k,1,Low
Rhonda Haynes,East Victoria,86148,452,16032,7,No,5,Poor,6–10 Years,80k–99k,0,Medium
Andrew Mooney,South Andres,116706,504,6959,3,No,17,Poor,3–5 Years,100k+,0,Medium
Joseph Graves,East Matthew,78571,790,5020,32,Yes,16,Excellent,10+ Years,60k–79k,1,Low
Anthony Rodriguez,Juanstad,39038,728,17185,20,No,2,Good,10+ Years,<40k,0,Low
Catherine Smith,Jasonfort,96317,586,40749,6,No,2,Poor,6–10 Years,80k–99k,0,Medium
David Henry,Kevinville,114874,313,45758,35,No,3,Poor,10+ Years,100k+,0,Medium
Bianca Ward,Juliashire,74725,841,40630,23,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Donald Silva,North Davidville,31658,342,39440,12,No,1,Poor,10+ Years,<40k,0,Medium
Jeremy Garcia,Kevinfort,141355,506,35967,9,No,4,Poor,6–10 Years,100k+,0,Medium
Corey Pierce,Patriciaside,85057,655,24986,28,Yes,3,Fair,10+ Years,80k–99k,1,Medium
Autumn Graham,Barneshaven,137784,322,11940,38,Yes,12,Poor,10+ Years,100k+,1,Medium
Walter Roberts,Port Teresaborough,94251,707,33442,34,Yes,3,Good,10+ Years,80k–99k,1,Low
Valerie Martin,Hartfurt,43833,710,40794,17,No,1,Good,10+ Years,40k–59k,0,Medium
Aaron Armstrong,Port Williamhaven,86822,837,17962,19,Yes,5,Excellent,10+ Years,80k–99k,1,Low
Elizabeth Adams,East Jeffreyside,77472,543,20126,2,No,4,Poor,0–2 Years,60k–79k,0,Medium
Teresa Ramirez,West Morgan,113307,352,43101,15,No,3,Poor,10+ Years,100k+,0,Medium
Christine Wilson DDS,Markside,146860,570,48322,8,No,3,Poor,6–10 Years,100k+,0,Medium
Logan Nguyen,Lake Lisastad,138620,524,48872,17,No,3,Poor,10+ Years,100k+,0,Medium
Wesley Medina,Lake Juliefurt,90258,563,42040,40,No,2,Poor,10+ Years,80k–99k,0,Medium
Christine Ramos,Josephshire,122708,704,11200,28,Yes,11,Good,10+ Years,100k+,1,Low
Nicholas Richardson,Davisburgh,50052,770,13125,11,Yes,4,Excellent,10+ Years,40k–59k,1,Low
John Blair,Andrewburgh,87080,481,26834,38,No,3,Poor,10+ Years,80k–99k,0,Medium
Charles Simmons,Stoutfurt,53086,402,48468,33,No,1,Poor,10+ Years,40k–59k,0,Medium
Paul Smith,South Patrickville,126180,313,43236,2,No,3,Poor,0–2 Years,100k+,0,Medium
Randy Adams,Port Tammyville,98386,646,47363,5,No,2,Fair,3–5 Years,80k–99k,0,Medium
John Hart,Ochoaport,115256,639,32385,9,Yes,4,Fair,6–10 Years,100k+,1,Medium
Joshua Adams,North Malloryville,65400,603,7721,32,Yes,8,Fair,10+ Years,60k–79k,1,Medium
Jennifer Smith,North Jeremy,110728,694,10658,22,Yes,10,Fair,10+ Years,100k+,1,Medium
Courtney Koch,Mcdanielville,135932,803,12112,7,Yes,11,Excellent,6–10 Years,100k+,1,Low
Tyler Campbell,New Matthewstad,100539,386,3840,38,Yes,26,Poor,10+ Years,100k+,1,Medium
Jeffrey Rogers,Lake Ronald,131533,608,41944,18,Yes,3,Fair,10+ Years,100k+,1,Medium
Brian Hendricks,Sarahland,93372,302,10741,9,No,9,Poor,6–10 Years,80k–99k,0,Medium
James Griffith,Briggsville,90931,737,48625,17,Yes,2,Good,10+ Years,80k–99k,1,Low
Frank Anderson,Gomezfort,87091,734,32541,26,Yes,3,Good,10+ Years,80k–99k,1,Low
Mallory Taylor,South Robert,138230,809,36307,34,Yes,4,Excellent,10+ Years,100k+,1,Low
Joshua Hall Jr.,Rosebury,125817,389,16413,23,No,8,Poor,10+ Years,100k+,0,Medium
Xavier Smith,Rosarioville,107656,361,23894,23,No,5,Poor,10+ Years,100k+,0,Medium
Sharon Fuentes,Stevenside,65179,731,16892,13,Yes,4,Good,10+ Years,60k–79k,1,Low
Amy Taylor,South Jessica,72245,734,25358,3,No,3,Good,3–5 Years,60k–79k,0,Low
Mary Jones,North Dylan,141635,444,6176,15,Yes,23,Poor,10+ Years,100k+,1,Medium
Keith Cervantes,Port Ian,62177,443,35566,19,No,2,Poor,10+ Years,60k–79k,0,Medium
Nathan Wallace,West Danielton,138885,332,40595,11,No,3,Poor,10+ Years,100k+,0,Medium
Alexandra Wall,Spencerview,41359,813,21056,14,Yes,2,Excellent,10+ Years,40k–59k,1,Low
Christopher Dudley,Spenceberg,66559,516,27240,39,No,2,Poor,10+ Years,60k–79k,0,Medium
James Carson,Port Heatherfort,145557,620,43775,25,Yes,3,Fair,10+ Years,100k+,1,Medium
Carmen Pratt,Leeville,89087,406,6099,23,No,15,Poor,10+ Years,80k–99k,0,Medium
Sarah Johnson,Franciscoville,61963,366,14887,38,No,4,Poor,10+ Years,60k–79k,0,Medium
Theodore Lopez,Lake Sarah,128366,546,18640,5,No,7,Poor,3–5 Years,100k+,0,Medium
Krystal Elliott,Williamsmouth,90910,395,21224,0,No,4,Poor,0–2 Years,80k–99k,0,Medium
Dr. Tina Porter,Karenstad,104691,432,47049,6,No,2,Poor,6–10 Years,100k+,0,Medium
Steven Gordon,North Brenda,109997,691,32257,37,Yes,3,Fair,10+ Years,100k+,1,Medium
Amanda Martin,Millerland,117580,537,15132,9,No,8,Poor,6–10 Years,100k+,0,Medium
Candace Stuart,Sethberg,79674,647,20060,23,Yes,4,Fair,10+ Years,60k–79k,1,Medium
Teresa Williams,Allenland,74092,456,38152,40,No,2,Poor,10+ Years,60k–79k,0,Medium
Anne Smith PhD,Amyland,33761,810,7167,29,Yes,5,Excellent,10+ Years,<40k,1,Low
Timothy Martin,Barbarastad,94789,391,5661,11,No,17,Poor,10+ Years,80k–99k,0,Medium
Julia Andersen,Kathrynmouth,141536,443,9124,36,Yes,16,Poor,10+ Years,100k+,1,Medium
Jack Mitchell MD,South Michael,72600,621,25489,5,No,3,Fair,3–5 Years,60k–79k,0,Medium
Katie Baker,New Tiffanyton,53834,550,46858,35,No,1,Poor,10+ Years,40k–59k,0,Medium
Samuel Roberts,New Reginald,93904,374,15617,24,No,6,Poor,10+ Years,80k–99k,0,Medium
